"TERM"	"GENE"
"N0000185503"	"RPP38"
"N0000185503"	"UBQLN2"
"N0000185503"	"GATA3"
"N0000185503"	"TBX2"
"N0000185503"	"ABHD6"
"N0000185503"	"SLC25A14"
"N0000185503"	"PLCB3"
"N0000185503"	"ST3GAL5"
"N0000185503"	"MEF2C"
"N0000185503"	"EPCAM"
"N0000185503"	"ABCC5"
"N0000185503"	"TMEM110"
"N0000185503"	"SOCS2"
"N0000185503"	"MLST8"
"N0000185503"	"POLB"
"N0000185503"	"SEH1L"
"N0000185503"	"CLN6"
"N0000185503"	"PLEKHJ1"
"N0000185503"	"PRPF38B"
"N0000185503"	"PRR7"
"N0000185503"	"RRP9"
"N0000185503"	"CTNNAL1"
"N0000185503"	"PAM16"
"N0000185503"	"C11orf24"
"N0000185503"	"LSM7"
"N0000185503"	"NUDCD3"
"N0000185503"	"COASY"
"N0000185503"	"NUP37"
"N0000185503"	"BCS1L"
"N0000185503"	"MIS18A"
"N0000185503"	"MRPL3"
"N0000185503"	"CTPS1"
"N0000185503"	"POP5"
"N0000185503"	"NUP107"
"N0000185503"	"CSE1L"
"N0000185503"	"EBNA1BP2"
"N0000185503"	"APITD1"
"N0000185503"	"CD3EAP"
"N0000185503"	"RMI1"
"N0000185503"	"PFAS"
"N0000185503"	"PPP1R14B"
"N0000185503"	"SRM"
"N0000185503"	"HN1L"
"N0000185503"	"SNRPA"
"N0000185503"	"TDP1"
"N0000185503"	"CDK4"
"N0000185503"	"LOXL1"
"N0000185503"	"PAICS"
"N0000185503"	"MTHFD1"
"N0000185503"	"MRPL20"
"N0000185503"	"RABEPK"
"N0000185503"	"ITGB3BP"
"N0000185503"	"UROS"
"N0000185503"	"G3BP1"
"N0000185503"	"SLIRP"
"N0000185503"	"PLOD3"
"N0000185503"	"PARP1"
"N0000185503"	"DONSON"
"N0000185503"	"ABCE1"
"N0000185503"	"TUBG1"
"N0000185503"	"RNASEH2A"
"N0000185503"	"RAE1"
"N0000185503"	"PUS7"
"N0000185503"	"RAN"
"N0000185503"	"SIVA1"
"N0000185503"	"FABP5"
"N0000185503"	"PIH1D1"
"N0000185503"	"PMS1"
"N0000185503"	"ATR"
"N0000185503"	"HADH"
"N0000185503"	"LAGE3"
"N0000185503"	"NUP93"
"N0000185503"	"PSMG1"
"N0000185503"	"TIMM10"
"N0000185503"	"PRIM1"
"N0000185503"	"PTGES3"
"N0000185503"	"ANAPC15"
"N0000185503"	"TMEM168"
"N0000185503"	"CAMSAP2"
"N0000185503"	"PXMP2"
"N0000185503"	"TBP"
"N0000185503"	"PARP2"
"N0000185503"	"IMPDH1"
"N0000185503"	"NOLC1"
"N0000185503"	"RPA3"
"N0000185503"	"LSM5"
"N0000185503"	"ODC1"
"N0000185503"	"RPP40"
"N0000185503"	"CCT6A"
"N0000185503"	"IDH3A"
"N0000185503"	"RHBDD3"
"N0000185503"	"SNRPF"
"N0000185503"	"NOC3L"
"N0000185503"	"SLC25A15"
"N0000185503"	"FAH"
"N0000185503"	"PPAT"
"N0000185503"	"LYPLA1"
"N0000185503"	"SAC3D1"
"N0000185503"	"CETN3"
"N0000185503"	"C1orf174"
"N0000185503"	"PSMC3IP"
"N0000185503"	"TMEM5"
"N0000185503"	"MRTO4"
"N0000185503"	"SMARCD2"
"N0000185503"	"POLD2"
"N0000185503"	"RFC4"
"N0000185503"	"CDT1"
"N0000185503"	"YKT6"
"N0000185503"	"CDKN3"
"N0000185503"	"XPO1"
"N0000185503"	"WDR77"
"N0000185503"	"ACYP1"
"N0000185503"	"NLE1"
"N0000185503"	"HEATR3"
"N0000185503"	"C20orf27"
"N0000185503"	"WDR61"
"N0000185503"	"MCMBP"
"N0000185503"	"MRPS16"
"N0000185503"	"EIF5"
"N0000185503"	"CMC2"
"N0000185503"	"GTPBP8"
"N0000185503"	"B4GAT1"
"N0000185503"	"BLMH"
"N0000185503"	"TIPIN"
"N0000185503"	"POLA1"
"N0000185503"	"SNRPD1"
"N0000185503"	"TNK1"
"N0000185503"	"JAK3"
"N0000185503"	"ACVR1"
"N0000185503"	"EPHA6"
"N0000185503"	"NTRK1"
"N0000185503"	"EPHA7"
"N0000185503"	"ANKK1"
"N0000185503"	"MET"
"N0000185503"	"RIPK2"
"N0000185503"	"PRKD1"
"N0000185503"	"IGF1R"
"N0000185503"	"MAPK7"
"N0000185503"	"SBK3"
"N0000185503"	"TIE1"
"N0000185503"	"LIMK1"
"N0000185503"	"TAOK2"
"N0000185503"	"PRKD3"
"N0000185503"	"TESK1"
"N0000185503"	"LIMK2"
"N0000185503"	"BMPR1B"
"N0000185503"	"MUSK"
"N0000185503"	"INSRR"
"N0000185503"	"FLT3"
"N0000185503"	"EPHB6"
"N0000185503"	"TEK"
"N0000185503"	"ACVR1B"
"N0000185503"	"ROS1"
"N0000185503"	"DCLK1"
"N0000185503"	"JAK2"
"N0000185503"	"LTK"
"N0000185503"	"TYK2"
"N0000185503"	"CEBPD"
"N0000185503"	"MAFB"
"N0000185503"	"CYLD"
"N0000185503"	"BAG6"
"N0000185503"	"GABARAPL1"
"N0000185503"	"SERINC1"
"N0000185503"	"MAD2L1BP"
"N0000185503"	"RRAGA"
"N0000185503"	"YIPF3"
"N0000185503"	"SIRT3"
"N0000185503"	"MAFF"
"N0000185503"	"SDCBP"
"N0000185503"	"HECA"
"N0000185503"	"IL1B"
"N0000185503"	"TFIP11"
"N0000185503"	"TPP1"
"N0000185503"	"RELB"
"N0000185503"	"CXCR4"
"N0000185503"	"MAU2"
"N0000185503"	"MNT"
"N0000185503"	"GDPD5"
"N0000185503"	"NARFL"
"N0000185503"	"TNIP1"
"N0000185503"	"CTSA"
"N0000185503"	"CYTH2"
"N0000185503"	"CASP10"
"N0000185503"	"PHF3"
"N0000185503"	"PRSS8"
"N0000185503"	"NFKB2"
"N0000185503"	"PHF1"
"N0000185503"	"SOD2"
"N0000185503"	"CLSTN3"
"N0000185503"	"RNF5"
"N0000185503"	"LRRC1"
"N0000185503"	"UBE2H"
"N0000185503"	"HLA-E"
"N0000185503"	"KDM3A"
"N0000185503"	"STAP2"
"N0000185503"	"PER1"
"N0000185503"	"TNKS2"
"N0000185503"	"ZER1"
"N0000185503"	"TNXB"
"N0000185503"	"KLHL9"
"N0000185503"	"LTBR"
"N0000185503"	"PBXIP1"
"N0000185503"	"CLPX"
"N0000185503"	"PLEKHM2"
"N0000185503"	"MYH9"
"N0000185503"	"TLR4"
"N0000185503"	"SVIL"
"N0000185503"	"UBXN7"
"N0000185503"	"RALGDS"
"N0000185503"	"TP53BP1"
"N0000185503"	"BAZ2B"
"N0000185503"	"MYO6"
"N0000185503"	"AP1G2"
"N0000185503"	"LGALS8"
"N0000185503"	"SOS2"
"N0000185503"	"ATP6V1C1"
"N0000185503"	"WDR26"
"N0000185503"	"P2RX4"
"N0000185503"	"MKRN1"
"N0000185503"	"NFKBIE"
"N0000185503"	"C16orf62"
"N0000185503"	"ZSWIM8"
"N0000185503"	"CDIPT"
"N0000185503"	"MVD"
"N0000185503"	"MAPRE2"
"N0000185503"	"HDAC5"
"N0000185503"	"ACD"
"N0000185503"	"KIF3C"
"N0000185503"	"CTDSP2"
"N0000185503"	"NFKBIA"
"N0000185503"	"SRP14"
"N0000185503"	"RNF167"
"N0000185503"	"KIAA0196"
"N0000185503"	"GABARAP"
"N0000185503"	"YPEL5"
"N0000185503"	"TLK2"
"N0000185503"	"BNIP3L"
"N0000185503"	"POLD4"
"N0000185503"	"CALCOCO1"
"N0000185503"	"SPAG7"
"N0000185503"	"DOCK9"
"N0000185503"	"RB1CC1"
"N0000185503"	"DDR1"
"N0000185503"	"UBR2"
"N0000185503"	"BDKRB2"
"N0000185503"	"GRN"
"N0000185503"	"IRS2"
"N0000185503"	"ARHGAP1"
"N0000185503"	"NR4A2"
"N0000185503"	"SNX13"
"N0000185503"	"WDR7"
"N0000185503"	"KLHL21"
"N0000185503"	"TP53BP2"
"N0000185503"	"SNAP25"
"N0000185503"	"PNRC1"
"N0000185503"	"HIST1H2BK"
"N0000185503"	"RFNG"
"N0000185503"	"MUT"
"N0000185503"	"HBP1"
"N0000185503"	"FBXO28"
"N0000185503"	"IRF9"
"N0000185503"	"GBP2"
"N0000185503"	"MARCH6"
"N0000185503"	"GSN"
"N0000185503"	"BMP4"
"N0000185503"	"KIT"
"N0000185503"	"CUL7"
"N0000185503"	"E2F2"
"N0000185503"	"TBC1D17"
"N0000185503"	"HSD17B14"
"N0000185503"	"TNFRSF21"
"N0000185503"	"ENSA"
"N0000185503"	"HLA-DRA"
"N0000185503"	"MAP3K8"
"N0000185503"	"TAPBP"
"N0000185503"	"TIMP2"
"N0000185503"	"ICAM1"
"N0000185503"	"EFNA1"
"N0000185503"	"NR3C1"
"N0000185503"	"UBE2Q1"
"N0000185503"	"ZC3H12A"
"N0000185503"	"TJP1"
"N0000185503"	"TBXA2R"
"N0000185503"	"FBXL12"
"N0000185503"	"NEU1"
"N0000185503"	"CD55"
"N0000185503"	"OPTN"
"N0000185503"	"KLHL24"
"N0000185503"	"BSDC1"
"N0000185503"	"IDS"
"N0000185503"	"ATP9A"
"N0000185503"	"LRP10"
"N0000185503"	"DHX8"
"N0000185503"	"ATF7IP"
"N0000185503"	"STAT6"
"N0000185503"	"RXRB"
"N0000185503"	"PEX11B"
"N0000185503"	"PTPN6"
"N0000185503"	"MXI1"
"N0000185503"	"ERCC5"
"N0000185503"	"KDM5B"
"N0000185503"	"RNF103"
"N0000185503"	"SYF2"
"N0000185503"	"NFE2L2"
"N0000185503"	"ARHGEF7"
"N0000185503"	"SNCA"
"N0000185503"	"BTG1"
"N0000185503"	"CCDC28A"
"N0000185503"	"TCEAL4"
"N0000185503"	"ATG14"
"N0000185503"	"NR1H2"
"N0000185503"	"PIK3IP1"
"N0000185503"	"MVP"
"N0000185503"	"TGFBR2"
"N0000185503"	"ATP6V1E1"
"N0000185503"	"WASL"
"N0000185503"	"BBC3"
"N0000185503"	"MMP1"
"N0000185503"	"ORAI3"
"N0000185503"	"MTMR14"
"N0000185503"	"VAT1"
"N0000185503"	"SUSD6"
"N0000185503"	"SQRDL"
"N0000185503"	"STX4"
"N0000185503"	"CCNG2"
"N0000185503"	"USP6NL"
"N0000185503"	"IGF2R"
"N0000185503"	"SORBS3"
"N0000185503"	"FYCO1"
"N0000185503"	"TIPARP"
"N0000185503"	"PPOX"
"N0000185503"	"TXNRD1"
"N0000185503"	"KRT19"
"N0000185503"	"VAPB"
"N0000185503"	"RHOA"
"N0000185503"	"CYP2A6"
"N0000185503"	"ADRB1"
"N0000185503"	"SIGMAR1"
"N0000185503"	"CACNA2D2"
"N0000185503"	"THRB"
"N0000185503"	"KCNH2"
"N0000185503"	"THRA"
"N0000185503"	"SPP1"
"N0000185503"	"FADS1"
"N0000185503"	"PPP2R3C"
"N0000185503"	"CYP21A2"
"N0000185503"	"CYP19A1"
"N0000185503"	"CYP11B2"
"N0000185503"	"AR"
"N0000185503"	"CYP27B1"
"N0000185503"	"CYP24A1"
"N0000185503"	"CYP26A1"
"N0000185503"	"CYP1B1"
"N0000185503"	"CYP11A1"
"N0000185503"	"CYP11B1"
"N0000185503"	"CYP17A1"
"N0000185503"	"UQCR10"
"N0000185503"	"SH2D4A"
"N0000185503"	"NMI"
"N0000185503"	"GLOD4"
"N0000185503"	"TRIM44"
"N0000185503"	"ANXA11"
"N0000185503"	"TSEN2"
"N0000185503"	"RPL26L1"
"N0000185503"	"ZNF586"
"N0000185503"	"PFDN1"
"N0000185503"	"PSMB8"
"N0000185503"	"EMG1"
"N0000185503"	"NR2F6"
"N0000185503"	"RRP7A"
"N0000185503"	"WDR12"
"N0000185503"	"MRPL46"
"N0000185503"	"EEF1E1"
"N0000185503"	"RBMX"
"N0000185503"	"RRP15"
"N0000185503"	"BDH1"
"N0000185503"	"LRRC41"
"N0000185503"	"ADSL"
"N0000185503"	"FIS1"
"N0000185503"	"PRDX3"
"N0000185503"	"LPGAT1"
"N0000185503"	"ATRAID"
"N0000185503"	"NOP16"
"N0000185503"	"GADD45GIP1"
"N0000185503"	"FASTKD2"
"N0000185503"	"PSMD7"
"N0000185503"	"SSBP1"
"N0000185503"	"URM1"
"N0000185503"	"COPS5"
"N0000185503"	"GTF2H5"
"N0000185503"	"GAR1"
"N0000185503"	"METTL5"
"N0000185503"	"TOPBP1"
"N0000185503"	"ATF1"
"N0000185503"	"C2orf47"
"N0000185503"	"ANP32A"
"N0000185503"	"TFPI2"
"N0000185503"	"PES1"
"N0000185503"	"PRSS23"
"N0000185503"	"RRS1"
"N0000185503"	"LSM3"
"N0000185503"	"CCT7"
"N0000185503"	"DPH2"
"N0000185503"	"HMGA2"
"N0000185503"	"SENP6"
"N0000185503"	"CHMP6"
"N0000185503"	"KRT18"
"N0000185503"	"SNRPC"
"N0000185503"	"MRPL16"
"N0000185503"	"NDUFC1"
"N0000185503"	"MRPL9"
"N0000185503"	"COMMD9"
"N0000185503"	"RBM34"
"N0000185503"	"MRPS27"
"N0000185503"	"METTL13"
"N0000185503"	"ETFB"
"N0000185503"	"DEK"
"N0000185503"	"SMYD5"
"N0000185503"	"STAMBP"
"N0000185503"	"ATP5F1"
"N0000185503"	"UBE2E3"
"N0000185503"	"PUS7L"
"N0000185503"	"DARS2"
"N0000185503"	"GABPB1"
"N0000185503"	"TPRKB"
"N0000185503"	"RCN1"
"N0000185503"	"PPARG"
"N0000185503"	"MRPL11"
"N0000185503"	"ICT1"
"N0000185503"	"DCTD"
"N0000185503"	"ANXA7"
"N0000185503"	"NDUFS4"
"N0000185503"	"UQCC1"
"N0000185503"	"MRPS11"
"N0000185503"	"TMEM97"
"N0000185503"	"ATIC"
"N0000185503"	"DCLRE1A"
"N0000185503"	"SCCPDH"
"N0000185503"	"PRMT5"
"N0000185503"	"GTF3C3"
"N0000185503"	"PON2"
"N0000185503"	"NMT1"
"N0000185503"	"ERAL1"
"N0000185503"	"RTCB"
"N0000185503"	"ECD"
"N0000185503"	"COQ9"
"N0000185503"	"NABP2"
"N0000185503"	"NDUFA9"
"N0000185503"	"MRPS35"
"N0000185503"	"JADE2"
"N0000185503"	"GPN1"
"N0000185503"	"MCRS1"
"N0000185503"	"MRPL24"
"N0000185503"	"NHP2"
"N0000185503"	"FBL"
"N0000185503"	"POLDIP2"
"N0000185503"	"THAP4"
"N0000185503"	"LSM8"
"N0000185503"	"EXOSC8"
"N0000185503"	"TBRG4"
"N0000185503"	"STOML2"
"N0000185503"	"EXOSC2"
"N0000185503"	"PSMB5"
"N0000185503"	"MRPL15"
"N0000185503"	"PTCD3"
"N0000185503"	"GEMIN2"
"N0000185503"	"HSD17B10"
"N0000185503"	"MRPL42"
"N0000185503"	"NAT10"
"N0000185503"	"SLMO2"
"N0000185503"	"MRPS33"
"N0000185503"	"COA3"
"N0000185503"	"VPS28"
"N0000185503"	"ANAPC1"
"N0000185503"	"NDUFS2"
"N0000185503"	"MRPL22"
"N0000185503"	"FBXO7"
"N0000185503"	"SNUPN"
"N0000185503"	"OXA1L"
"N0000185503"	"FPGS"
"N0000185503"	"STXBP2"
"N0000185503"	"MTIF2"
"N0000185503"	"LSM2"
"N0000185503"	"TRIM14"
"N0000185503"	"MTOR"
"N0000185503"	"RRAGC"
"N0000185503"	"KIAA0513"
"N0000185503"	"CADM1"
"N0000185503"	"MGEA5"
"N0000185503"	"ANKRD10"
"N0000185503"	"RPL39L"
"N0000185503"	"TUFT1"
"N0000185503"	"OTUD3"
"N0000185503"	"RIOK3"
"N0000185503"	"WDR44"
"N0000185503"	"PPP1R15A"
"N0000185503"	"SNRK"
"N0000185503"	"TIAM1"
"N0000185503"	"NDRG1"
"N0000185503"	"NRBF2"
"N0000185503"	"CASP9"
"N0000185503"	"HIST3H2A"
"N0000185503"	"CCNL1"
"N0000185503"	"NCOA3"
"N0000185503"	"ING1"
"N0000185503"	"SIRT1"
"N0000185503"	"IQGAP1"
"N0000185503"	"POR"
"N0000185503"	"SLC26A6"
"N0000185503"	"STX12"
"N0000185503"	"IFI6"
"N0000185503"	"CRK"
"N0000185503"	"DNAJC6"
"N0000185503"	"RCOR1"
"N0000185503"	"MAGEB2"
"N0000185503"	"MYCBP2"
"N0000185503"	"HIST1H2AJ"
"N0000185503"	"RRAD"
"N0000185503"	"GDI1"
"N0000185503"	"NCK1"
"N0000185503"	"JUNB"
"N0000185503"	"UBE2A"
"N0000185503"	"VAV3"
"N0000185503"	"KBTBD2"
"N0000185503"	"HIST1H2BI"
"N0000185503"	"MICAL1"
"N0000185503"	"PDPK1"
"N0000185503"	"SYNGR3"
"N0000185503"	"TMEM50A"
"N0000185503"	"SWAP70"
"N0000185503"	"CDKN2AIP"
"N0000185503"	"ID2"
"N0000185503"	"RSRC2"
"N0000185503"	"ABHD3"
"N0000185503"	"RAB4B"
"N0000185503"	"BRD2"
"N0000185503"	"SPEN"
"N0000185503"	"TIMM22"
"N0000185503"	"HIST1H2BC"
"N0000185503"	"ARID4B"
"N0000185503"	"HIST1H3H"
"N0000185503"	"CCDC88C"
"N0000185503"	"WDR37"
"N0000185503"	"HIST1H2BD"
"N0000185503"	"ZNF589"
"N0000185503"	"ANKRD12"
"N0000185503"	"SPSB3"
"N0000185503"	"ZBTB43"
"N0000185503"	"FBXO2"
"N0000185503"	"SLC9A1"
"N0000185503"	"CSRNP2"
"N0000185503"	"FZD7"
"N0000185503"	"HIST1H2BH"
"N0000185503"	"LSR"
"N0000185503"	"HIST1H2AC"
"N0000185503"	"RYBP"
"N0000185503"	"IRF7"
"N0000185503"	"ZZEF1"
"N0000185503"	"SCPEP1"
"N0000185503"	"BNIP3"
"N0000185503"	"TMEM2"
"N0000185503"	"PI4K2A"
"N0000185503"	"UBN1"
"N0000185503"	"GADD45B"
"N0000185503"	"PPARD"
"N0000185503"	"KLF10"
"N0000185503"	"RSU1"
"N0000185503"	"CXCL13"
"N0000185503"	"MAMLD1"
"N0000185503"	"RSRP1"
"N0000185503"	"HIST1H2AE"
"N0000185503"	"PRDM2"
"N0000185503"	"MARCH3"
"N0000185503"	"PLXNA3"
"N0000185503"	"PIK3R3"
"N0000185503"	"AHCTF1"
"N0000185503"	"GFOD1"
"N0000185503"	"ETV1"
"N0000185503"	"LGMN"
"N0000185503"	"MAST2"
"N0000185503"	"DLX2"
"N0000185503"	"LPIN1"
"N0000185503"	"HLA-DMA"
"N0000185503"	"CDKN1C"
"N0000185503"	"TNFAIP3"
"N0000185503"	"TNFSF9"
"N0000185503"	"BHLHE40"
"N0000185503"	"HIST1H2BF"
"N0000185503"	"ABHD17A"
"N0000185503"	"SPTLC2"
"N0000185503"	"AKAP8L"
"N0000185503"	"CYTH1"
"N0000185503"	"TMEM57"
"N0000185503"	"HIVEP1"
"N0000185503"	"SYNJ1"
"N0000185503"	"CTDP1"
"N0000185503"	"USP20"
"N0000185503"	"TBPL1"
"N0000185503"	"EGR1"
"N0000185503"	"PAPSS1"
"N0000185503"	"BAMBI"
"N0000185503"	"C18orf8"
"N0000185503"	"PDGFA"
"N0000185503"	"HIST1H4H"
"N0000185503"	"TRAPPC8"
"N0000185503"	"WDR47"
"N0000185503"	"HIST1H1C"
"N0000185503"	"EIF4A2"
"N0000185503"	"PLD3"
"N0000185503"	"TXNL4B"
"N0000185503"	"IP6K2"
"N0000185503"	"KDM7A"
"N0000185503"	"MAPK8IP3"
"N0000185503"	"HIST1H2BE"
"N0000185503"	"GNAI2"
"N0000185503"	"ABCA7"
"N0000185503"	"LAMA3"
"N0000185503"	"TOPORS"
"N0000185503"	"MTSS1"
"N0000185503"	"MICB"
"N0000185503"	"RND1"
"N0000185503"	"CDKN2D"
"N0000185503"	"SNIP1"
"N0000185503"	"PTPN1"
"N0000185503"	"ULK1"
"N0000185503"	"ATG2A"
"N0000185503"	"TLE4"
"N0000185503"	"MAPKAPK2"
"N0000185503"	"MTTP"
"N0000185503"	"SLC47A1"
"N0000008683"	"DNAJA3"
"N0000008683"	"ZNF395"
"N0000008683"	"SHB"
"N0000008683"	"FKBP4"
"N0000008683"	"PLA2G4A"
"N0000008683"	"PTGS1"
"N0000008683"	"CYP1A2"
"N0000008683"	"CYP3A4"
"N0000008683"	"LTB4R"
"N0000008683"	"ALOX5"
"N0000008683"	"CYP2C9"
"N0000008683"	"UGT1A9"
"N0000008683"	"EPHX2"
"N0000008683"	"GNAI1"
"N0000008683"	"CDK6"
"N0000190113"	"SLCO1B1"
"N0000190113"	"CYP1A2"
"N0000190113"	"UGT1A3"
"N0000190113"	"CYP2C8"
"N0000190113"	"MPL"
"N0000190113"	"UGT1A1"
"N0000190113"	"NT5DC2"
"N0000190113"	"VPS28"
"N0000190113"	"CYP3A4"
"N0000190113"	"CYP2C19"
"N0000190113"	"ABCB1"
"N0000190113"	"ABCG2"
"N0000190113"	"SLC47A1"
"N0000190113"	"SLCO1A2"
"N0000190113"	"CYP2D6"
"N0000190113"	"ABCC1"
"N0000190113"	"ABCC2"
"N0000190113"	"CYP3A7"
"N0000190113"	"CYP3A7-CYP3A51P"
"N0000190113"	"CYP2B6"
"N0000190113"	"CYP2E1"
"N0000190113"	"CYP2C9"
"N0000190113"	"CYP3A5"
"N0000190113"	"AGR2"
"N0000190113"	"SPRY2"
"N0000190113"	"RPIA"
"N0000190113"	"AURKB"
"N0000190113"	"CDC20"
"N0000190113"	"MELK"
"N0000190113"	"CDC25A"
"N0000190113"	"COL4A2"
"N0000190113"	"PPM1G"
"N0000190113"	"DKC1"
"N0000190113"	"EED"
"N0000190113"	"STX1A"
"N0000190113"	"RUVBL1"
"N0000190113"	"KIF15"
"N0000190113"	"DUSP5"
"N0000190113"	"G3BP1"
"N0000190113"	"KIF20B"
"N0000190113"	"GLRX"
"N0000190113"	"POLE"
"N0000190113"	"FOXM1"
"N0000190113"	"JADE2"
"N0000190113"	"TOP1"
"N0000190113"	"MCM7"
"N0000190113"	"IPO7"
"N0000190113"	"LMNB2"
"N0000190113"	"JMJD6"
"N0000190113"	"IER3"
"N0000190113"	"CDC45"
"N0000190113"	"TLR4"
"N0000190113"	"PSMD2"
"N0000190113"	"GEMIN4"
"N0000190113"	"NUP188"
"N0000190113"	"STXBP1"
"N0000190113"	"PFAS"
"N0000190113"	"CCND3"
"N0000190113"	"SH2B3"
"N0000190113"	"PUS7"
"N0000190113"	"DNMT1"
"N0000190113"	"CCNB1"
"N0000190113"	"ITGB5"
"N0000190113"	"NOP16"
"N0000190113"	"HSPA1A"
"N0000190113"	"BCL2"
"N0000190113"	"MYO10"
"N0000190113"	"FJX1"
"N0000190113"	"PTPN12"
"N0000190113"	"SHCBP1"
"N0000190113"	"KIF4A"
"N0000190113"	"PHLDA2"
"N0000190113"	"MSH6"
"N0000190113"	"NCAPH"
"N0000190113"	"RRP15"
"N0000190113"	"CYTH1"
"N0000190113"	"FEN1"
"N0000190113"	"PAICS"
"N0000190113"	"KIF18B"
"N0000190113"	"DBF4"
"N0000190113"	"PPAT"
"N0000190113"	"KIF11"
"N0000190113"	"TNFRSF21"
"N0000190113"	"FAM57A"
"N0000190113"	"YKT6"
"N0000190113"	"TIPIN"
"N0000190113"	"SUV39H1"
"N0000190113"	"GRWD1"
"N0000190113"	"TACC3"
"N0000190113"	"CDK2"
"N0000190113"	"NUP88"
"N0000190113"	"GINS2"
"N0000190113"	"ST3GAL5"
"N0000190113"	"HK1"
"N0000190113"	"IFRD2"
"N0000190113"	"PARP2"
"N0000190113"	"IGFBP3"
"N0000190113"	"MKI67"
"N0000190113"	"KIF20A"
"N0000190113"	"TIMELESS"
"N0000190113"	"PA2G4"
"N0000190113"	"MAK16"
"N0000190113"	"DDX54"
"N0000190113"	"RBM14"
"N0000190113"	"EXO1"
"N0000190113"	"PCNA"
"N0000190113"	"COL4A1"
"N0000190113"	"HAT1"
"N0000190113"	"PARP1"
"N0000190113"	"SPRED2"
"N0000190113"	"UBE2S"
"N0000190113"	"NET1"
"N0000190113"	"TDP1"
"N0000190113"	"MYBL2"
"N0000190113"	"CSTF2"
"N0000190113"	"RRP9"
"N0000190113"	"ICMT"
"N0000190113"	"TUBB6"
"N0000190113"	"UTP14A"
"N0000190113"	"PXN"
"N0000190113"	"CEP55"
"N0000190113"	"SPRY4"
"N0000190113"	"NOC2L"
"N0000190113"	"DPH2"
"N0000190113"	"SLCO4A1"
"N0000190113"	"DEPDC1"
"N0000190113"	"HMGA2"
"N0000190113"	"RFWD3"
"N0000190113"	"TRAP1"
"N0000190113"	"ACTN4"
"N0000190113"	"KIAA0020"
"N0000190113"	"DDX56"
"N0000190113"	"NUP93"
"N0000190113"	"MRTO4"
"N0000190113"	"CHST11"
"N0000190113"	"CCNA2"
"N0000190113"	"UTP20"
"N0000190113"	"TOP2A"
"N0000190113"	"TMEM109"
"N0000190113"	"NOP2"
"N0000190113"	"BIRC5"
"N0000190113"	"CHERP"
"N0000190113"	"MCM4"
"N0000190113"	"CDK1"
"N0000190113"	"NCAPG"
"N0000190113"	"UTP3"
"N0000190113"	"EIF3B"
"N0000190113"	"DTL"
"N0000190113"	"NOL6"
"N0000190113"	"EFHD2"
"N0000190113"	"NEIL3"
"N0000190113"	"CDCA3"
"N0000190113"	"TEX10"
"N0000190113"	"RRP7A"
"N0000190113"	"SPC25"
"N0000190113"	"RAD51"
"N0000190113"	"UBE2C"
"N0000190113"	"SCRN1"
"N0000190113"	"DCBLD2"
"N0000190113"	"TBX2"
"N0000190113"	"NCBP1"
"N0000190113"	"CD320"
"N0000190113"	"SLC20A1"
"N0000190113"	"NAA15"
"N0000190113"	"CIT"
"N0000190113"	"ETV1"
"N0000190113"	"UCK2"
"N0000190113"	"EZH2"
"N0000190113"	"WDR3"
"N0000190113"	"AURKA"
"N0000190113"	"CTPS1"
"N0000190113"	"DNTTIP2"
"N0000190113"	"S100A6"
"N0000190113"	"EBNA1BP2"
"N0000190113"	"EXOSC9"
"N0000190113"	"TNFRSF12A"
"N0000190113"	"POLE2"
"N0000190113"	"TCOF1"
"N0000190113"	"GSPT1"
"N0000190113"	"PLK1"
"N0000190113"	"TRIB1"
"N0000190113"	"PRPF4"
"N0000190113"	"HSP90AA1"
"N0000190113"	"TRIP13"
"N0000190113"	"CTSL"
"N0000190113"	"RRP1"
"N0000190113"	"RFC2"
"N0000190113"	"BNIP3"
"N0000190113"	"DRAP1"
"N0000190113"	"COTL1"
"N0000190113"	"GPRC5A"
"N0000190113"	"LBR"
"N0000190113"	"DUSP4"
"N0000190113"	"BAG3"
"N0000190113"	"PDCD11"
"N0000190113"	"NOLC1"
"N0000190113"	"RPA1"
"N0000190113"	"CD3EAP"
"N0000190113"	"RPS6KA1"
"N0000190113"	"VDAC1"
"N0000190113"	"LIG1"
"N0000190113"	"NOP56"
"N0000190113"	"ASF1B"
"N0000190113"	"HES1"
"N0000190113"	"FABP5"
"N0000190113"	"NUP85"
"N0000190113"	"ANP32E"
"N0000190113"	"PLAUR"
"N0000190113"	"EPHA2"
"N0000190113"	"HJURP"
"N0000190113"	"MCM3"
"N0000190113"	"DLGAP5"
"N0000190113"	"HBEGF"
"N0000190113"	"CCND1"
"N0000190113"	"LIF"
"N0000190113"	"CCNE2"
"N0000190113"	"MRPS2"
"N0000190113"	"CCNF"
"N0000190113"	"TUBB4B"
"N0000190113"	"TRAF2"
"N0000190113"	"LGALS1"
"N0000190113"	"POP1"
"N0000190113"	"SPTAN1"
"N0000190113"	"MAD2L1"
"N0000190113"	"MYC"
"N0000190113"	"DUSP6"
"N0000190113"	"POLR3K"
"N0000190113"	"MCM10"
"N0000190113"	"KIF14"
"N0000190113"	"CDC25B"
"N0000190113"	"PPRC1"
"N0000190113"	"CBR3"
"N0000190113"	"BCAR3"
"N0000190113"	"RRP12"
"N0000190113"	"TSEN2"
"N0000190113"	"PLOD3"
